denial_reason_1,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,loan_term,property_value,occupancy_type,applicant_age,income
10,3,4,5,1,1,1,355000,4.949534551,360,450057.0659,1,3,66
10,3,4,5,2,1,1,85000,6.125,360,115000,3,0,42
10,3,4,5,1,2,1,325000,4.625,360,335000,1,1,113
10,3,4,5,1,1,1,335000,5.375,360,385000,1,0,103
3,3,3,3,1,1,1,75000,4.949534551,240,85000,1,0,48
10,3,4,5,3,1,1,155000,4.949534551,360,450057.0659,1,2,29
10,3,0,6,3,1,4,75000,10.77,180,745000,1,2,135
10,3,4,5,3,1,32,285000,4.949534551,360,450057.0659,1,2,61
10,3,4,5,1,1,1,525000,4.949534551,360,450057.0659,1,0,155
10,3,0,5,1,1,1,335000,3.99,360,345000,1,0,95
10,3,2,5,1,4,1,95000,7.25,360,125000,1,6,31
10,3,4,5,2,1,1,555000,3.625,360,925000,1,2,155
10,3,4,5,1,3,1,315000,4.949534551,360,450057.0659,1,0,72
10,3,2,5,1,2,1,285000,5.99,360,365000,1,2,66
10,3,4,5,2,1,1,175000,4.949534551,360,450057.0659,1,3,73
10,3,4,3,1,1,1,385000,4.75,360,415000,1,0,106
10,3,4,3,2,1,1,435000,6.625,360,465000,1,0,119
4,3,4,5,1,1,4,55000,4.949534551,300,385000,1,1,65
3,3,4,5,2,2,32,205000,4.949534551,360,325000,1,4,48
10,3,4,5,1,1,1,205000,5.5,360,345000,1,0,96
10,3,4,5,2,1,1,475000,5.25,360,975000,1,0,188
10,3,0,6,1,1,1,495000,4.949534551,360,450057.0659,1,1,154
2,3,4,5,1,1,1,205000,4.949534551,360,225000,1,0,93
10,3,0,6,3,3,1,755000,4.949534551,360,450057.0659,1,0,123
1,2,4,5,1,1,32,375000,4.949534551,360,475000,1,7,49
1,3,2,5,1,2,32,315000,4.949534551,360,425000,1,3,27
10,3,4,5,2,1,1,5000,4.949534551,108,135000,1,0,52
10,3,4,5,1,1,31,95000,4.25,360,125000,1,2,55
10,3,4,5,2,1,2,115000,4.949534551,360,450057.0659,1,2,38
10,3,2,5,1,1,1,325000,5.625,360,345000,1,1,101
10,3,4,5,1,1,1,385000,5.125,360,505000,1,0,190
10,3,4,5,2,1,31,305000,3.875,360,955000,1,1,200
10,3,4,5,1,1,1,605000,2.875,360,825000,1,1,160
10,3,4,5,2,1,1,405000,4.949534551,360,450057.0659,1,1,145
10,3,0,7,4,2,1,315000,5.625,360,325000,1,5,125.2476928
10,3,4,5,1,1,1,395000,4.875,360,645000,1,1,307
10,3,4,6,3,1,32,75000,4.949534551,360,450057.0659,1,3,52
10,3,4,5,2,1,4,45000,5.75,360,95000,1,2,13
10,3,4,5,1,3,32,645000,3.75,360,685000,1,2,125.2476928
10,3,2,5,1,1,1,345000,4.375,360,375000,1,0,111
10,3,4,3,2,2,4,5000,5.87,325.5368732,175000,1,7,18
10,3,4,5,1,1,4,105000,4.949534551,360,450057.0659,3,0,6
1,3,4,3,2,3,1,385000,4.949534551,360,385000,1,4,57
10,3,4,2,2,1,1,525000,5.375,360,625000,1,6,97
10,3,4,5,1,1,2,105000,5.99,180,615000,1,1,144
3,3,4,5,1,1,1,55000,4.949534551,360,55000,1,6,82
10,3,2,5,2,1,32,115000,3.875,360,455000,1,7,33
10,3,4,1,2,1,32,55000,4.949534551,360,450057.0659,1,3,70
10,3,4,3,1,2,1,425000,5.75,360,445000,1,1,90
10,3,4,5,1,1,1,1115000,2.5,360,1395000,1,0,325
10,3,0,6,3,1,31,65000,4.949534551,60,450057.0659,1,4,110
10,3,4,5,2,2,1,105000,3.25,360,195000,1,3,40
10,3,4,5,2,4,1,285000,5,360,285000,1,2,84
3,3,4,5,2,1,32,245000,4.949534551,360,1305000,1,2,440
10,3,2,5,2,1,2,405000,4.125,360,595000,1,3,65
10,3,4,5,2,1,1,275000,4.125,360,375000,1,2,86
10,3,0,6,3,2,1,325000,7.125,360,325000,1,0,70
10,3,4,5,1,1,1,435000,4.99,360,735000,1,3,235
10,3,4,2,2,1,32,635000,4.875,360,915000,1,1,207
10,3,4,5,1,1,32,175000,4.949534551,360,450057.0659,1,1,48
10,3,0,5,1,2,1,205000,2.875,360,215000,1,3,52
10,3,4,5,3,1,31,155000,4.949534551,360,450057.0659,1,1,125.2476928
10,3,0,5,1,4,1,115000,6.125,360,115000,1,1,49
10,3,0,6,3,3,32,335000,4.949534551,360,450057.0659,1,5,96
10,3,4,5,2,1,31,145000,2.875,180,305000,1,3,86
3,3,4,5,3,2,32,135000,4.949534551,360,205000,1,4,72
10,3,4,5,2,1,1,135000,4.75,360,325000,3,3,182
10,3,4,5,1,2,1,165000,4,360,175000,1,2,42
10,3,4,5,1,2,32,325000,4.949534551,360,450057.0659,1,7,100
10,3,4,5,2,1,1,395000,6.875,360,545000,3,3,83
10,3,0,6,3,1,31,285000,4.949534551,360,450057.0659,1,5,48
10,3,4,3,1,3,1,395000,4.5,360,395000,1,2,126
10,3,4,5,1,1,31,185000,4.949534551,360,450057.0659,1,2,230
10,3,4,5,1,1,31,75000,4,180,245000,1,2,47
10,3,2,3,1,1,1,225000,5.625,360,235000,1,0,54
10,3,4,5,1,3,1,285000,5.75,360,275000,1,1,72
10,3,4,5,1,1,1,275000,6.5,360,345000,1,0,115
7,3,4,5,1,1,32,335000,4.949534551,360,455000,3,1,0
10,3,2,5,1,2,1,345000,5.625,360,355000,1,1,97
10,3,4,5,1,3,1,315000,6.25,360,305000,1,1,84
10,3,4,5,2,1,1,315000,5.625,360,375000,1,1,143
10,3,2,5,1,2,32,455000,3.5,360,625000,1,3,80
10,3,2,5,2,1,1,295000,3.75,360,335000,1,2,53
10,3,4,5,1,1,1,375000,3.375,360,475000,1,2,120
1,3,4,5,1,1,32,125000,4.949534551,360,215000,1,4,15
10,3,4,3,1,2,1,225000,4.949534551,360,450057.0659,1,6,140
1,3,0,6,3,1,31,105000,4.949534551,120,305000,1,2,127
10,3,0,6,1,1,32,235000,4.949534551,360,450057.0659,1,3,10
10,3,0,5,3,3,32,385000,4.949534551,360,450057.0659,1,3,146
2,3,4,3,2,1,1,15000,4.949534551,36,255000,1,2,43
10,3,4,5,1,1,1,475000,5.75,360,635000,3,0,180
10,3,0,6,2,2,32,65000,4.949534551,325.5368732,450057.0659,1,3,65
10,3,4,5,1,1,4,45000,2.99,60,255000,1,0,56
10,3,2,5,3,1,32,395000,3.875,360,625000,1,2,58
10,3,0,3,1,2,1,295000,6.49,360,295000,1,1,95
10,3,0,6,1,2,1,95000,5.25,360,95000,1,5,125.2476928
10,3,4,5,2,1,1,205000,5.5,360,795000,3,3,282
10,3,4,5,1,1,1,185000,5.375,360,235000,1,0,100
10,3,0,6,3,2,31,245000,4.949534551,360,450057.0659,1,2,49
9,3,4,6,1,2,32,205000,4.949534551,360,495000,1,3,82
10,3,4,5,1,1,32,65000,4.949534551,360,450057.0659,1,3,16
10,3,4,5,1,1,32,245000,2.875,240,415000,1,1,118
10,3,4,5,1,4,1,175000,5.625,360,175000,1,0,62
10,3,2,5,1,1,1,415000,7.5,360,525000,1,1,3091
10,3,0,6,2,3,32,165000,4.949534551,180,450057.0659,1,3,72
10,3,2,5,1,1,4,135000,7.25,180,455000,1,2,195
10,3,0,6,1,1,32,565000,4.949534551,180,450057.0659,3,7,600
10,3,4,3,2,1,32,105000,7.5,180,605000,1,1,180
10,3,0,7,4,1,1,145000,7.625,360,195000,3,5,125.2476928
10,3,4,5,1,1,32,155000,3.875,180,385000,1,3,77
10,2,4,5,1,1,1,135000,6.875,360,145000,1,1,42
10,3,4,5,2,1,1,185000,4.25,360,195000,1,2,56
10,3,4,5,1,2,1,265000,5.5,360,275000,1,0,63
10,3,4,5,1,1,1,245000,6.125,360,485000,3,3,593
10,3,0,7,4,1,1,285000,3.99,360,305000,1,5,125.2476928
10,3,4,3,2,2,1,435000,4.949534551,360,450057.0659,1,2,125
10,3,4,2,1,2,1,155000,4.949534551,360,450057.0659,1,3,63
10,3,4,5,2,1,32,235000,4.949534551,360,450057.0659,1,2,36
4,3,3,5,3,1,4,75000,4.949534551,240,325000,1,2,95
10,3,4,3,2,1,1,255000,5.875,360,285000,1,3,75
10,3,4,22,1,1,1,325000,4.875,360,485000,1,1,64
10,3,4,3,1,1,31,455000,4.375,360,645000,1,3,116
10,3,4,5,2,1,1,545000,4.125,360,565000,1,2,183
10,3,4,5,1,1,1,205000,4.25,360,255000,1,6,331
10,3,4,5,1,1,1,255000,4.949534551,360,450057.0659,1,3,105
10,3,0,6,3,1,31,105000,4.949534551,360,450057.0659,1,2,363
10,3,2,5,1,1,31,65000,4.949534551,360,450057.0659,1,3,34
10,3,4,6,1,1,1,535000,2.5,180,795000,1,2,245
3,3,4,6,3,1,32,155000,4.949534551,360,245000,1,3,18
10,3,0,7,4,2,1,335000,4.75,360,335000,1,5,125.2476928
10,3,4,5,1,1,1,455000,3.5,360,835000,1,0,95
10,3,0,6,3,1,32,155000,4.949534551,360,450057.0659,2,3,204
5,3,4,6,2,2,1,135000,4.949534551,360,155000,1,2,55
1,3,4,5,2,1,32,65000,4.949534551,360,355000,1,3,4
10,3,4,2,2,1,1,335000,7.125,360,355000,1,1,106
10,3,0,2,1,1,32,305000,3.125,180,435000,3,1,156
10,3,2,5,2,2,1,145000,3.75,360,155000,1,0,50
10,3,2,5,1,1,1,315000,4.949534551,360,450057.0659,1,2,66
10,3,0,6,3,2,32,85000,4.949534551,360,450057.0659,1,7,125.2476928
10,3,0,6,2,1,1,525000,4.949534551,360,450057.0659,1,0,162
10,3,0,6,1,3,32,235000,4.949534551,360,450057.0659,1,4,87
10,3,0,5,1,2,32,265000,4.949534551,360,450057.0659,1,6,125.2476928
10,3,4,5,1,1,32,75000,7.375,360,165000,1,4,41
10,3,4,5,1,3,1,565000,4.949534551,360,450057.0659,1,3,96
10,3,4,5,3,1,32,195000,4.949534551,360,450057.0659,1,3,120
10,3,4,5,1,1,2,25000,0.99,360,255000,1,3,93
10,2,0,6,3,2,1,345000,5.625,360,355000,1,6,109
10,3,4,5,1,1,1,255000,3.875,360,305000,1,0,44
10,3,4,5,2,1,31,1215000,9.5,325.5368732,2505000,1,4,38
10,3,2,5,1,3,32,555000,3.25,360,615000,1,4,74
10,3,0,5,2,1,31,155000,3.5,480,525000,1,1,211
1,3,4,5,2,1,32,75000,4.949534551,360,755000,1,0,92
10,3,3,5,1,1,1,5000,5.5,120,135000,1,1,58
10,3,4,5,1,1,4,35000,6.25,120,205000,1,4,67
10,3,4,5,1,4,1,165000,5,360,165000,1,0,51
3,3,4,5,3,3,32,185000,4.949534551,360,205000,1,4,36
10,3,4,5,1,1,1,135000,5.125,360,225000,1,7,28
10,3,0,6,1,3,1,395000,4.125,360,395000,1,1,92
10,3,4,2,1,1,4,255000,5.49,300,725000,1,3,154
10,3,4,2,2,2,1,305000,6.625,360,315000,1,1,87
10,3,4,5,1,2,32,245000,4.949534551,360,450057.0659,1,0,87
10,3,4,5,2,4,1,175000,4.949534551,360,450057.0659,1,0,50
10,3,4,3,1,1,32,35000,6.49,360,145000,1,4,137
10,3,2,5,2,1,32,215000,4.949534551,360,450057.0659,1,4,47
3,2,4,5,2,1,1,35000,4.949534551,325.5368732,450057.0659,1,0,47
10,3,4,5,1,1,2,205000,3.75,168,735000,1,0,219
10,3,4,5,1,1,31,305000,6.125,360,525000,1,1,104
7,3,0,5,2,2,1,95000,4.949534551,360,105000,1,0,32
10,3,2,6,1,1,1,585000,5.625,360,605000,1,0,128
10,3,4,5,1,1,32,125000,7.25,180,155000,3,3,561
10,3,0,7,4,2,1,175000,4.75,360,175000,1,5,125.2476928
10,3,4,2,1,1,1,865000,4.949534551,360,450057.0659,1,3,376
10,3,4,5,1,1,1,355000,5.25,360,425000,1,3,99
10,3,4,5,1,3,32,175000,4.949534551,360,450057.0659,1,4,61
10,3,0,6,3,3,1,615000,4.59,360,615000,1,3,135
1,3,0,6,3,1,1,455000,4.949534551,360,475000,1,3,90
10,3,4,5,1,1,1,475000,4.5,360,505000,1,0,208
10,3,4,5,2,1,32,175000,6.375,360,385000,1,2,64
10,3,4,5,2,2,1,295000,5.75,360,295000,1,0,69
3,3,0,7,4,1,2,135000,4.949534551,12,450057.0659,3,5,125.2476928
10,3,0,7,4,3,1,455000,6.25,360,455000,1,5,125.2476928
10,3,4,5,1,2,1,125000,3.25,360,125000,1,2,78
10,3,4,5,2,1,1,525000,4.949534551,360,450057.0659,1,4,132
10,3,4,5,1,1,32,85000,5.49,360,925000,1,0,413
10,3,0,6,2,1,1,275000,4.99,360,305000,1,0,112
3,3,2,5,3,1,31,305000,4.949534551,360,425000,1,0,70
10,3,2,6,1,1,32,305000,4,360,505000,1,3,104
3,3,0,6,3,1,4,55000,4.949534551,325.5368732,365000,1,2,65
10,3,4,6,1,1,31,305000,4.949534551,180,450057.0659,3,0,113
10,3,0,6,3,1,4,195000,2.75,180,1325000,1,2,125.2476928
10,3,4,5,1,2,32,385000,3.6,325.5368732,715000,1,4,15
5,3,4,2,1,1,1,165000,4.949534551,360,215000,3,0,515
10,3,2,6,2,1,32,105000,4.949534551,120,450057.0659,1,4,173
10,3,4,5,1,1,31,275000,5.875,360,455000,1,3,146
10,2,0,6,1,1,31,45000,4.949534551,240,450057.0659,1,2,65
10,3,4,5,3,1,32,235000,4.949534551,360,450057.0659,1,3,12
10,3,4,5,1,1,1,165000,4.949534551,360,450057.0659,1,0,63
10,3,4,3,2,1,1,475000,4.949534551,360,450057.0659,1,0,146
10,3,4,5,1,1,1,395000,4.25,360,405000,1,0,116
10,3,4,5,2,2,1,145000,4.125,360,145000,1,0,35
10,3,4,5,2,1,4,55000,4.75,180,345000,1,3,120
10,3,0,6,3,1,32,105000,4.949534551,360,450057.0659,1,5,78
10,3,2,5,1,1,32,105000,4,300,865000,1,1,137
10,3,4,5,2,1,31,115000,4.949534551,360,450057.0659,1,1,59
10,3,4,5,2,1,4,15000,0.99,360,215000,1,1,118
10,3,4,2,2,1,1,495000,4.949534551,360,450057.0659,1,0,132
10,3,4,5,1,1,1,225000,6.875,360,285000,1,0,100
10,3,4,21,1,1,1,605000,4.949534551,360,450057.0659,1,1,179
10,3,0,7,4,2,1,175000,6.125,360,175000,1,5,125.2476928
10,2,4,3,1,2,1,105000,6.75,360,145000,1,0,37
10,3,4,5,1,1,32,185000,4.949534551,180,450057.0659,1,2,125
10,3,4,22,1,1,31,255000,4.949534551,360,450057.0659,3,2,225
10,3,4,5,1,2,1,45000,6.125,360,45000,1,2,21
10,2,2,5,1,1,1,105000,6.49,300,125000,1,6,49
10,3,2,5,1,2,31,305000,4.949534551,360,450057.0659,1,0,82
10,3,0,6,3,1,32,115000,4.949534551,180,450057.0659,1,7,73
10,3,4,5,3,3,32,1945000,4.949534551,360,450057.0659,1,7,325
10,3,0,7,4,3,1,195000,6.75,360,195000,1,5,125.2476928
10,3,4,5,1,1,32,195000,4.949534551,360,450057.0659,1,3,59
10,3,4,2,2,1,31,85000,3.875,360,135000,1,3,50
10,3,4,5,2,1,32,215000,3.75,360,425000,1,0,63
2,3,4,5,2,1,1,325000,4.949534551,360,345000,1,0,101
10,3,0,6,1,1,32,485000,4.949534551,360,450057.0659,1,1,230
10,3,4,5,1,1,1,1455000,3.375,378,2725000,1,1,393
10,3,4,2,1,1,1,265000,4.25,360,355000,1,1,58
10,2,0,5,1,1,1,115000,6.85,276,135000,1,3,72
10,3,4,5,2,1,1,25000,4.949534551,360,425000,1,6,109
10,3,4,5,1,1,1,135000,5.375,360,145000,1,3,42
10,3,0,6,1,1,1,105000,4.949534551,360,450057.0659,1,4,51
10,3,4,3,2,2,1,115000,4.949534551,360,450057.0659,1,0,29
10,3,4,5,2,1,31,355000,3.625,360,995000,1,3,300
10,1,0,7,4,1,1,145000,4,84,825000,3,5,125.2476928
10,3,4,5,1,1,1,575000,5.625,360,675000,1,1,130
10,3,0,6,3,1,1,265000,7.5,360,325000,1,0,100
10,3,4,5,2,2,31,345000,5.405,325.5368732,525000,1,7,21
10,3,4,5,1,1,31,115000,1.49,60,505000,1,4,144
10,3,4,5,1,3,1,255000,3.625,360,255000,1,0,67
10,3,4,3,2,1,32,225000,3.75,360,285000,1,4,72
1,3,0,6,2,3,1,335000,4.949534551,360,335000,1,3,97
10,3,0,6,2,1,32,205000,4.949534551,360,450057.0659,1,2,144
10,3,0,6,1,1,32,805000,4.949534551,360,450057.0659,1,1,246
10,3,4,5,1,1,32,175000,4.949534551,240,450057.0659,1,3,103
10,3,4,5,1,1,1,1045000,3.875,378,1445000,1,2,440
10,3,4,2,3,1,32,195000,4.949534551,360,450057.0659,1,4,35
10,3,2,5,2,1,31,205000,3.85,360,255000,1,2,119
10,3,4,5,1,1,31,615000,3.125,360,815000,1,2,250
10,3,0,5,2,1,1,555000,4.949534551,360,450057.0659,1,0,96
3,3,4,3,2,1,1,395000,4.949534551,360,405000,1,2,125.2476928
10,3,4,5,2,1,1,405000,3,360,425000,1,0,105
10,2,4,5,1,1,1,225000,5.875,360,295000,1,2,57
5,3,4,5,2,1,1,265000,4.949534551,360,335000,1,2,461
10,3,3,2,2,2,1,605000,5.25,360,695000,1,0,132
7,3,4,3,1,2,1,285000,4.949534551,360,295000,1,0,138
10,3,2,5,2,1,1,155000,4.949534551,360,450057.0659,1,0,52
10,3,4,5,2,2,1,425000,6.25,360,425000,1,5,125.2476928
10,3,2,5,2,1,31,75000,6.625,360,95000,3,3,66
10,3,4,5,1,1,1,855000,4.949534551,360,450057.0659,1,1,328
10,3,4,5,1,1,32,175000,5.625,360,275000,1,0,71
7,3,4,5,1,2,32,335000,4.949534551,360,525000,1,1,55
10,3,2,5,2,1,1,605000,3.375,360,665000,1,0,131
10,3,4,5,1,1,1,345000,4.5,360,495000,1,3,97
10,3,4,5,2,3,1,615000,5.625,360,595000,1,0,154
10,3,4,5,1,1,1,135000,6.125,360,155000,1,1,75
10,3,4,5,2,1,1,435000,5.25,360,455000,1,0,169
10,3,0,7,4,2,1,225000,5.75,360,225000,1,5,125.2476928
3,3,0,5,1,1,32,545000,4.949534551,360,905000,3,7,0
10,3,4,6,3,1,32,225000,3.375,360,305000,2,3,115
10,3,4,5,1,1,1,45000,4.5,180,65000,3,0,56
10,3,4,5,2,1,1,295000,5.25,360,475000,1,0,143
1,3,4,5,3,1,32,195000,4.949534551,360,245000,1,7,24
10,3,4,5,1,1,2,45000,3.75,120,265000,1,3,50
10,3,0,7,4,1,1,615000,5,360,685000,1,5,125.2476928
1,3,4,5,2,1,1,195000,4.949534551,300,385000,1,3,51
10,3,3,6,2,1,32,255000,3.25,360,375000,1,1,100
10,3,4,5,1,3,1,565000,5.18,360,565000,1,2,79
10,3,4,2,1,1,1,325000,6.5,360,405000,1,1,83
10,3,4,21,2,1,32,455000,4.949534551,360,450057.0659,1,2,135
10,3,4,5,1,1,1,165000,5.875,360,205000,1,3,35
10,3,4,2,1,1,1,645000,4.949534551,360,450057.0659,1,0,106
10,3,4,5,1,1,1,255000,5.875,360,735000,1,4,76
10,3,4,5,2,1,1,285000,4.949534551,360,450057.0659,1,4,72
10,3,4,3,1,1,2,35000,5.49,204,445000,1,4,100
10,3,4,2,1,1,1,435000,3.625,360,585000,1,2,74
10,3,0,6,1,1,1,265000,3.875,180,605000,1,3,128
10,3,4,5,1,1,1,295000,5.375,360,305000,1,0,100
10,3,0,6,3,1,32,215000,2.99,360,265000,1,7,63
10,3,4,2,2,1,32,605000,3.5,360,1415000,1,3,96
10,3,0,7,4,1,1,485000,4.75,360,505000,1,5,125.2476928
10,3,4,5,1,1,1,115000,4.375,360,125000,1,3,53
10,3,4,5,1,1,1,665000,4.949534551,360,450057.0659,1,2,175
10,3,0,5,1,1,32,65000,4.25,180,195000,1,3,133
9,3,0,3,1,1,1,215000,4.949534551,360,315000,1,1,180
10,3,4,6,3,1,1,465000,4.949534551,180,450057.0659,1,1,108
1,3,4,5,1,1,1,315000,4.949534551,360,335000,1,2,87
9,3,4,5,2,2,32,195000,4.949534551,360,265000,1,2,83
10,3,4,5,1,1,32,55000,4.949534551,240,450057.0659,1,2,190
10,3,0,7,4,1,1,415000,4.99,360,455000,1,5,125.2476928
10,3,4,5,1,1,2,105000,1.49,60,555000,1,1,143
10,3,4,5,2,1,1,255000,4.949534551,360,450057.0659,1,0,84
10,3,4,5,1,2,1,195000,4.949534551,360,450057.0659,1,1,54
10,3,4,5,2,2,32,495000,4.949534551,360,450057.0659,1,0,137
10,3,4,5,1,2,31,135000,4.949534551,360,450057.0659,1,1,38
10,3,4,3,1,1,32,375000,3.99,360,555000,1,3,134
10,3,4,5,1,1,2,35000,1.49,60,345000,1,2,124
10,2,2,5,2,1,31,65000,4.5,360,275000,1,1,21
10,3,4,5,1,1,1,165000,5,180,235000,1,2,190
1,3,2,5,2,1,2,155000,4.949534551,168,335000,1,2,128
10,3,4,2,1,1,32,365000,4.75,360,485000,3,3,103
10,3,2,5,1,1,32,155000,4.25,360,215000,1,1,43
10,3,4,5,2,1,1,15000,5.25,360,315000,1,1,66
10,3,4,5,2,1,1,315000,3.25,360,575000,1,3,235
10,3,0,6,3,1,32,165000,4.125,360,255000,3,1,0
10,3,4,3,2,2,32,95000,3.375,360,175000,1,3,46
10,3,4,5,2,1,1,185000,3.5,360,255000,3,2,57
10,3,4,3,1,3,32,305000,4.949534551,360,450057.0659,1,1,124
10,3,4,2,1,1,1,395000,5,360,495000,1,1,170
10,3,4,3,3,1,32,105000,4.949534551,360,450057.0659,1,1,22
10,3,0,6,3,1,1,415000,4.949534551,360,450057.0659,1,0,107
10,3,4,5,2,1,1,175000,6.875,360,225000,1,3,49
10,3,4,3,2,2,1,395000,5.875,360,405000,1,2,94
10,3,4,5,2,1,31,85000,4.74,240,565000,1,3,57
10,2,4,5,2,1,2,35000,4.949534551,180,450057.0659,1,3,34
10,3,4,5,1,1,1,1075000,5.625,360,1345000,1,2,214
10,3,4,5,1,1,1,155000,5.75,360,195000,2,4,60
10,3,4,5,1,1,1,225000,6.5,360,285000,2,2,207
1,3,4,5,1,1,1,135000,4.949534551,360,135000,1,3,30
10,3,0,6,3,2,1,85000,4.949534551,360,450057.0659,1,2,50
10,3,4,44,2,1,32,205000,3.25,240,325000,1,2,152
10,3,0,7,4,3,1,365000,4.625,360,365000,1,5,125.2476928
10,3,4,2,1,1,2,85000,8,360,715000,1,2,200
10,3,0,7,4,3,1,565000,4.5,360,575000,1,5,125.2476928
10,3,4,5,1,1,32,155000,4.125,360,555000,1,7,34
10,3,4,5,1,1,32,445000,5.375,360,575000,1,3,88
10,3,4,5,2,1,1,315000,5,360,485000,1,4,93
10,3,4,5,1,1,1,415000,6.75,360,615000,1,0,125
10,3,0,6,3,1,31,165000,4.375,240,275000,1,2,65
3,3,4,3,2,1,1,295000,4.949534551,360,305000,1,0,110
10,3,4,5,2,1,1,525000,4.949534551,360,450057.0659,1,3,212
10,3,0,7,4,2,1,235000,4.75,360,235000,1,5,125.2476928
1,3,4,5,1,1,1,515000,4.949534551,372,645000,1,1,120
10,3,4,2,1,1,1,565000,2.875,360,805000,2,2,673
10,3,2,5,2,1,32,35000,6.75,180,175000,1,3,58
10,3,4,5,2,1,1,255000,6.125,360,295000,1,0,58
10,3,0,6,3,1,4,495000,3,180,595000,1,3,219
10,3,0,6,3,1,32,95000,4.949534551,180,450057.0659,1,4,31
1,3,3,5,1,1,1,85000,4.949534551,360,85000,1,0,10
10,2,0,6,2,3,1,355000,5.5,360,355000,1,2,63
10,3,2,5,1,3,32,365000,4.949534551,360,450057.0659,1,4,78
10,2,4,5,2,1,1,35000,4.949534551,180,450057.0659,1,0,56
10,3,0,7,4,2,1,245000,4.75,360,255000,1,5,125.2476928
5,3,4,3,1,1,1,295000,4.949534551,360,385000,3,1,135
10,3,4,5,1,1,32,155000,2.5,180,435000,1,4,111
10,3,4,5,2,1,32,185000,3.49,360,245000,1,2,92
10,3,4,5,2,1,1,305000,4.949534551,360,450057.0659,1,2,44
10,3,0,6,3,1,1,945000,4.949534551,360,450057.0659,1,1,756
10,3,0,7,4,1,32,95000,13.25,360,655000,1,5,125.2476928
10,3,4,5,2,1,1,305000,5.5,240,445000,2,3,165
10,3,4,5,1,1,1,165000,5.99,360,205000,1,1,91
10,3,4,5,1,1,1,355000,7.125,360,475000,1,0,260
10,3,4,5,1,1,1,125000,5.99,360,135000,1,0,72
10,3,4,5,1,1,1,255000,5.5,360,495000,3,2,143
10,3,4,5,1,2,1,195000,4.949534551,360,450057.0659,1,1,83
10,3,4,5,1,1,1,405000,3.125,360,605000,1,3,53
10,3,2,5,2,1,1,645000,5.125,360,805000,1,1,321
6,3,4,5,2,1,1,645000,4.949534551,360,875000,1,0,203
10,3,4,5,2,1,1,115000,5.25,360,125000,1,0,60
10,3,0,5,1,1,1,345000,5.625,360,415000,1,1,68
1,3,4,3,2,3,31,155000,4.949534551,360,195000,1,2,33
10,3,4,5,1,1,31,185000,4.949534551,360,450057.0659,1,4,33
10,3,4,3,1,1,1,405000,4.25,360,435000,1,0,86
10,3,2,6,1,1,1,565000,5.25,360,715000,1,0,187
10,3,4,6,2,1,32,235000,3.625,360,395000,1,1,80
10,3,4,5,1,1,1,145000,4.949534551,360,450057.0659,1,6,42
10,3,4,5,1,1,31,425000,2.25,180,575000,1,0,115
10,3,4,5,1,1,31,335000,4.949534551,360,450057.0659,1,1,134
3,3,2,6,2,1,32,115000,4.949534551,360,185000,1,0,96
10,3,4,5,1,1,1,315000,5.25,360,325000,1,0,105
3,3,4,5,3,3,32,105000,4.949534551,360,205000,1,4,34
10,3,4,5,1,1,1,955000,3.75,360,1365000,2,2,435
4,3,0,7,4,1,2,195000,4.949534551,12,450057.0659,3,5,125.2476928
10,3,4,5,2,1,4,25000,5.99,300,345000,1,1,103
10,3,2,5,2,1,4,25000,4.49,120,105000,1,2,36
10,3,0,7,4,2,1,215000,5.25,360,215000,1,5,125.2476928
10,3,2,1,1,1,32,185000,4.949534551,360,450057.0659,1,1,5
10,3,4,5,1,1,1,645000,4.625,360,795000,1,1,118
10,3,4,5,1,1,4,75000,7,180,245000,1,0,51
10,3,4,5,1,1,1,805000,4.949534551,360,450057.0659,1,0,176
10,3,2,5,1,2,1,275000,4.949534551,360,450057.0659,1,6,63
10,3,4,2,1,1,1,555000,4.949534551,360,450057.0659,1,1,107
10,3,4,5,1,2,1,125000,4.949534551,360,450057.0659,1,0,37
10,3,4,5,2,1,1,105000,5.375,360,115000,1,2,37
10,3,4,5,1,1,1,165000,4.875,180,215000,1,6,66
10,3,4,5,1,1,4,465000,5.125,360,1005000,1,3,233
10,3,2,5,3,1,31,175000,2.875,360,265000,1,0,42
10,3,4,5,1,2,1,475000,5.25,360,485000,1,5,125.2476928
10,3,4,3,1,1,1,5000,4.949534551,120,175000,1,0,28
10,3,0,7,4,1,1,1715000,2.625,360,2155000,1,5,125.2476928
10,3,2,5,1,1,1,335000,4.25,360,355000,1,2,113
10,3,4,5,3,3,32,275000,4.949534551,360,450057.0659,1,4,48
10,3,4,3,2,1,1,495000,5.625,360,625000,1,0,114
3,3,0,6,1,1,32,55000,4.949534551,360,105000,1,4,48
4,3,4,3,2,2,1,445000,4.949534551,360,405000,1,1,92
10,3,4,5,2,3,1,255000,4.625,360,255000,1,2,106
10,3,4,2,1,3,1,365000,5.125,360,365000,1,0,50
10,3,4,5,1,1,1,585000,5.99,360,625000,1,1,214
10,3,2,5,2,1,1,165000,4.949534551,360,450057.0659,1,2,67
10,3,4,5,1,1,31,645000,2.99,360,975000,1,0,334
10,3,2,6,1,1,1,535000,3.875,360,555000,1,0,130
10,3,4,3,2,1,1,225000,6.125,300,425000,1,1,239
